ID,Created_at,USER,Is_Retweet,RT_User,RT_Id,Hashtags
1219904826319917000,Wed Jan 22 08:49:09 +0000 2020,Care_Cha1,true,RamyInocencio,1219863382968242200,"Any[""Coronavirus"", ""groundzero""]"
1219881147670454300,Wed Jan 22 07:15:04 +0000 2020,doroboehm,true,AbeKowo,1219880981559238700,"Any[""coronavirus"", ""WuhanCoronavirus"", ""WuhanSARS""]"
1219878935212843000,Wed Jan 22 07:06:17 +0000 2020,asli1113,false,0,0,0
1219892395732430800,Wed Jan 22 07:59:46 +0000 2020,FollowbackHK,true,nikki_miumiu,1219800525094260700,"Any[""WuhanCoronavirus""]"
1219879392299700200,Wed Jan 22 07:08:06 +0000 2020,cmaria84,true,CDCgov,1219725632906694700,"Any[""coronavirus""]"
1219904880254627800,Wed Jan 22 08:49:22 +0000 2020,love_Thai_555,false,0,0,"Any[""Wuhan"", ""Coronavirus"", ""CDC""]"
1219904915058909200,Wed Jan 22 08:49:31 +0000 2020,thelinze,true,FluTrackers,1219706131989385200,0
1219905356584775700,Wed Jan 22 08:51:16 +0000 2020,sophiatseliem,true,sophiatseliem,1219905334958948400,0
1219905226066612200,Wed Jan 22 08:50:45 +0000 2020,JustPAPeache,true,Divinity555,1219716890781679600,0
1219906581279707100,Wed Jan 22 08:56:08 +0000 2020,GertvanderHoek,false,0,0,0
1219905550995071000,Wed Jan 22 08:52:02 +0000 2020,m42calhoun,true,ABC,1219851434646212600,0
1219907319229599700,Wed Jan 22 08:59:04 +0000 2020,Outlier1952,true,oslersweb,1219857010696630300,0
1219906341268906000,Wed Jan 22 08:55:11 +0000 2020,moondaughter72,false,0,0,0
1219907123343233000,Wed Jan 22 08:58:17 +0000 2020,marymauldin,true,Reliefrm,1219903708680663000,0
1219889773008916500,Wed Jan 22 07:49:20 +0000 2020,HongKongYan,true,catecadell,1219860239396163600,"Any[""WuhanCoronavirus""]"
1219879390823080000,Wed Jan 22 07:08:05 +0000 2020,HkSmallpotato,true,CNN,1219707570581057500,0
1219889519069036500,Wed Jan 22 07:48:20 +0000 2020,HongKongYan,true,onlyyoontv,1219855328898011100,"Any[""WuhanCoronavirus"", ""SARS""]"
1219879003932123100,Wed Jan 22 07:06:33 +0000 2020,Donadeedooda,true,Suluclac,1219864136747749400,0
1219904730031280000,Wed Jan 22 08:48:47 +0000 2020,BLKROCKET,false,0,0,0
1219880873446690800,Wed Jan 22 07:13:59 +0000 2020,cheuk_lin,true,nikki_miumiu,1219825949539045400,"Any[""WuhanCoronavirus""]"
1219907237637914600,Wed Jan 22 08:58:44 +0000 2020,TechTrendsKE,false,0,0,0
1219906443752558600,Wed Jan 22 08:55:35 +0000 2020,tyaya9822,true,PMBreakingNews,1219687852486942700,0
